,CODGEO,NAISD09,NAISD10,NAISD11,NAISD12,NAISD13,NAISD14,NAISD15,NAISD16,NAISD17,NAISD18,NAISD19,NAISD20
0,69081,217.0,185.0,214.0,192.0,189.0,201.0,173.0,175,171,158,176,179
