,CODGEO,ANNEE,P_POP0205,P_POP0610
0,69081,2009,859.863354,1254.073202
1,69081,2010,854.243223,1187.579539
2,69081,2011,837.5818405545471,1107.3305575092684
3,69081,2012,800.7923150903557,1101.1096008199615
4,69081,2013,800.640240953629,1070.9754171575837
5,69081,2014,792.9028157952548,1106.3197475224472
6,69081,2015,845.0,1151.0
7,69081,2016,885.808604308164,1169.0843975852
8,69081,2017,900.258102438662,1216.02010696981
9,69081,2018,864.552012836118,1273.8893056542
